"City","State","Latitude","Longitude"
"Hordville","NE",41.07557,-97.885334
"Jaroso","CO",37.002798,-105.624179
"Oakfield","TN",35.713403,-88.793947
"Garden City","MO",38.561125,-94.191333
"Chignik","AK",56.295278,-158.402222
"Boncarbo","CO",37.216685,-104.694989
"New Meadows","ID",44.971281,-116.284018
"Alpine","IN",39.553938,-85.175797
"Monticello","IN",40.745317,-86.764734
"Roe Park","NY",41.306483,-73.88347
"Kalifornsky","AK",60.418333,-151.29
"Forest Park","OK",35.508174,-97.469932
"Glenham","SD",45.53277,-100.271517
"Greenville","MS",33.410116,-91.061774
"Carney","OK",35.812341,-97.03659
"Hamorton","PA",39.868443,-75.655489
"Summersville","MO",37.179216,-91.656811
"Sussex","WI",43.133897,-88.222037
"Byron","NY",43.079782,-78.063904
"Garden City","MN",44.047186,-94.164958
"Nett Lake","MN",48.111035,-93.094055
"Cohasset","MA",42.241768,-70.803654
"Monroe","MI",41.916434,-83.39771
"Canadensis","PA",41.192035,-75.251292
"Woodbranch","TX",30.181048,-95.188822
"Macon","IL",39.712815,-88.997022
"Ingleside","TX",27.877803,-97.211657
"Diboll","TX",31.187132,-94.781041
"Arlington","NC",36.227357,-80.833404
"Cannelburg","IN",38.669772,-86.998339
"South Pottstown","PA",40.239541,-75.65102
"Alexander","IA",42.805804,-93.476594
"Rodeo","NM",31.835372,-109.03117
"Arbon","ID",42.455749,-112.568312
"Pilot Point","AK",57.564167,-157.579167
"Salt Rock","WV",38.323143,-82.220977
"Santa Rosa Valley","CA",34.24543,-118.902374
"Seboyeta","NM",35.20115,-107.389214
"Turnerville","GA",34.686762,-83.426
"Aztec","NM",36.822226,-107.992846
"Damascus","AR",35.367302,-92.4096
"Newport","VT",44.936436,-72.205102
"Cushing","IA",42.46471,-95.675006
"Bradford","NY",42.371184,-77.10886
"Glen Arbor","MI",44.897495,-85.98537
"Monticello","IL",40.027812,-88.573398
"Indian River Shores","FL",27.716696,-80.384217
"Huntley","IL",42.16808,-88.428141
"Windfall City","IN",40.362504,-85.957181
"Doctor Phillips","FL",28.44945,-81.492295
"Coble","TX",33.595096,-102.502967
"Montrose","IA",40.532264,-91.414876
"Kersey","CO",40.387481,-104.561626
"Beaverlick","KY",38.878952,-84.69439
"Canon","GA",34.346216,-83.109872
"Chimney Rock","CO",37.194448,-107.301158
"Wyatt","LA",32.155436,-92.703207
"Banks Springs","LA",32.082102,-92.092913
"Stanley","VA",38.5754,-78.502509
"Warner Springs","CA",33.28226,-116.63363
"Markle","IN",40.824615,-85.338844
"Kirkland","AZ",34.417525,-112.712122
"Upper Nyack","NY",41.10704,-73.920137
"Hadley","MA",42.341757,-72.588422
"Chadbourn","NC",34.322113,-78.826966
"Arcade","NY",42.533951,-78.423074
"Hills Prairie","TX",30.051608,-97.291936
"Pedro Bay","AK",59.787222,-154.106111
"Clifton","VA",38.780114,-77.386653
"Rockville","SC",32.600738,-80.194819
"Hartville","MO",37.250884,-92.510445
"Quail Valley","CA",33.706965,-117.245037
"Becton","TX",33.783693,-101.647666
"Lloyd","MT",48.29027,-109.362127
"Bridgeton","NJ",39.427337,-75.234077
"Pinkstaff","IL",38.794491,-87.669192
"Goshute","UT",39.87605,-114
"Stockton","IL",42.349736,-90.006792
"Thorne","NV",38.601865,-118.591522
"Middleburg","PA",40.785917,-77.047203
"Patterson","ID",44.523534,-113.712263
"Fall Creek","IL",39.778935,-91.302368
"Ingram","WI",45.504968,-90.812365
"Wolfdale","PA",40.192849,-80.287839
"Owosso","MI",42.997805,-84.176636
"Sandisfield","MA",42.112591,-73.143164
"Utleyville","CO",37.271128,-103.031318
"Oak Valley","TX",32.033488,-96.513041
"Mariaville","ME",44.720629,-68.415578
"Gansevoort","NY",43.196185,-73.651784
"Riley","IN",39.390039,-87.300018
"Ratcliff","AR",35.308423,-93.883533
"Latimer","MS",30.534641,-88.866698
"Pine Island","FL",28.575271,-82.652601
"Patterson Springs","NC",35.235407,-81.514534
"San Cristobal","NM",36.596413,-105.639454
"Woodburn","VA",38.84745,-77.23605
"Tionesta","PA",41.49534,-79.45588
"Taghkanic","NY",42.142312,-73.677346
"Sedan","MT",45.95882,-110.851051
"Elkhorn City","KY",37.303997,-82.350979
"Hartford","CT",41.763711,-72.685093
"McGonigle","OH",39.445888,-84.683006
"Delway","NC",34.801281,-78.213883
"Battleboro","NC",36.049042,-77.749143
"Loma Alta","TX",29.917987,-100.774543
"Sullivan","IN",39.09532,-87.405852
"Clifton Park","NY",42.865632,-73.770954
"Hillsdale","NJ",41.002598,-74.040418
"Corbet","TX",32.006544,-96.53693
"Stanberry","MO",40.217771,-94.538294
"La Sal","UT",38.31221,-109.248167
"Colby","KS",39.395837,-101.052377
"Greenview","WV",37.99427,-81.815676
"Long Lake","WA",47.835998,-117.848848
"Annandale","MN",45.262743,-94.124427
"Oak Hill","TX",30.235486,-97.860007
"Pryorsburg","KY",36.686724,-88.714219
"Saddlebrooke","AZ",32.538512,-110.858126
"Wyomissing","PA",40.329537,-75.965212
"Valley Center","CA",33.21837,-117.034197
"Meigs","GA",31.072409,-84.089066
"Charlotte","NC",35.227087,-80.843127
"Blue Eye","AR",36.496963,-93.395852
"Farrell","MS",34.264273,-90.672325
"Amenia","NY",41.84926,-73.556792
"Vashon Heights","WA",47.505654,-122.465407
"Admire","KS",38.64112,-96.103049
"Searles","CA",35.483849,-117.635338
"Central Bridge","NY",42.711186,-74.338744
"Pletcher","AL",32.702907,-86.784985
"Blitchton","GA",32.197146,-81.43789
"Junction City","WA",46.970927,-123.773499
"Philadelphia","PA",39.952335,-75.163789
"Sawyer","OK",34.017664,-95.395407
"Damar","KS",39.318897,-99.58261
"Haverhill","IA",41.944989,-92.960754
"Glen Ellen","CA",38.36408,-122.524149
"Urich","MO",38.459739,-94.000775
"Marks","MS",34.2565,-90.272037
"Big Oak Flat","CA",37.823539,-120.258246
"Dillsburg","PA",40.110926,-77.034978
"Cadillac","MI",44.251953,-85.401162
"Brinckerhoff","NY",41.543982,-73.868191
"Lower Tonsina","AK",61.655,-144.658611
"Shauck","OH",40.620892,-82.66184
"Callahan","CA",41.309588,-122.801418
"Hopkinsville","KY",36.865601,-87.488619
"Kilmichael","MS",33.443457,-89.571743
"Sullivan","IL",39.599479,-88.607839
"La Caada Flintridge","CA",34.199172,-118.187851
"Rock Falls","IA",43.207465,-93.084647
"Pleasantville","NJ",39.389839,-74.524042
"Branchville","VA",36.570429,-77.24858
"Metamora","MI",42.941417,-83.289109
"Litroe","LA",32.993462,-92.196248
"Arundel Village","MD",39.22233,-76.604133
"Rowden","TX",32.204023,-99.343959
"Bull Shoals","AR",36.383956,-92.581553
"Prospect","NY",43.304236,-75.152108
"Wyatt","MO",36.90922,-89.222572
"Pineora","GA",32.286864,-81.3915
"Shapleigh","ME",43.540636,-70.848116
"Salesville","AR",36.245346,-92.265156
"Mount Pleasant","MI",43.597808,-84.767514
"Pawnee","IL",39.591719,-89.580374
"Leonard","ND",46.651915,-97.245647
"Fostoria","MI",43.253359,-83.371895
"Percilla","TX",31.547122,-95.399114
"Berthold","ND",48.313069,-101.737108
"Lake Park","IA",43.45552,-95.320834
"Roundup","TX",33.76231,-102.097118
"Hawk Run","PA",40.923946,-78.206124
"Middleton","MA",42.595094,-71.016164
"Crescent Beach","FL",29.76886,-81.253679
"Dundee","MN",43.846906,-95.466948
"Goodwill","SD",45.566904,-97.070082
"Medart","FL",30.082704,-84.387122
"Quail","TX",34.909775,-100.398456
"Nevis","MN",46.965236,-94.839456
"Whitesville","KY",37.683107,-86.87138
"Wanchese","NC",35.842673,-75.638505
"Neosho Falls","KS",38.005587,-95.557206
"Greenport","NY",41.103433,-72.35925
"Middlebrook","VA",38.051242,-79.213921
"Clifton","TX",31.78238,-97.576686
"Box Elder","MT",48.317208,-110.013263
"Middletown","PA",40.2307755,-78.175839
"Ledger","NC",35.964287,-82.129566
"Holcomb","KS",37.986135,-100.989333
"Sun City","FL",27.678365,-82.478706
"Bourne","MA",41.741217,-70.59892
"Zayante","CA",37.091892,-122.043573
"Majenica","IN",40.770045,-85.453307
"Ramos","PR",18.339675,-65.712662
"Carrollton","MO",39.358354,-93.495767
"Robertson","MO",38.764218,-90.38206
"Garden Lakes","GA",34.28787,-85.231619
"Toronto","SD",44.57302,-96.642554
"Glen Rogers","WV",37.715391,-81.417882
"Govan","SC",33.222378,-81.176215
"Annona","TX",33.580666,-94.915495
"Minneola","KS",37.443356,-100.015135
"Wax","KY",37.354219,-86.122194
"Denton","MT",47.319695,-109.947418
"Hunters Creek Village","TX",29.770506,-95.495497
"Woodsboro","TX",28.238341,-97.319993
"White Oak","PA",40.33757,-79.809213
"Greenville","KY",37.201154,-87.178885
"Mentone","TX",31.705129,-103.599348
"Edinboro","PA",41.874223,-80.131724
"Wilmot","WI",42.512797,-88.182032
"Garden City","LA",29.765485,-91.465666
"Willey","IA",41.979153,-94.822206
"Palisade","MN",46.713286,-93.488569
"Jennerstown","PA",40.159798,-79.066417
"Quitman","MS",32.04015,-88.7281
"Oliver","WI",46.657441,-92.195192
"Arlington","KS",37.896681,-98.178674
"McCune","KS",37.354779,-95.016633
"Henderson","AR",36.380622,-92.227656
"Dumont","IA",42.751918,-92.975474
"Aurora","WV",39.324268,-79.554499
"Loxa","IL",39.497256,-88.267266
"Poestenkill","NY",42.690357,-73.56456
"La Bolt","SD",45.049038,-96.675163
"Gu Oidak","AZ",31.921742,-112.04346
"Denmark","ME",43.970349,-70.803397
"Frystown","PA",40.449814,-76.334121
"La Fayette","IL",41.109606,-89.973522
"Trafalgar","IN",39.41616,-86.150823
"Langtry","TX",29.808536,-101.558725
"Mayersville","MS",32.902072,-91.051217
"Sugar Valley","GA",34.558141,-85.01189
"Bucktail","NE",41.564991,-101.430449
"Waller","TX",30.056608,-95.926899
"Otter Lake","MI",43.213359,-83.454396
"Montebello","CA",34.009444,-118.105278
"Elwood","UT",41.690485,-112.141063
"Alpha","OH",39.711726,-84.023267
"Perham","MN",46.594404,-95.572541
"Benedict","MD",38.509289,-76.679684
"Bartow","WV",38.541227,-79.784224
"English","TX",33.62761,-94.859383
"Larsen","WI",44.19165,-88.623999
"Marinette","WI",45.099985,-87.630662
"Stratford","TX",36.33614,-102.072119
"Carlisle Gardens","NY",43.179224,-78.655864
"Buena Vista","GA",32.31904,-84.517141
"Minerva","NY",43.791453,-73.984302
"Calvin","IL",38.208102,-88.018644
"Ridgewood","IL",41.535587,-88.040335
"Cutler","WI",44.025798,-90.236798
"Willow Hill","IL",38.995876,-88.022535
"Hillsdale","NC",36.005136,-80.4395
"Santa Clara","UT",37.133035,-113.654127
"Mount Leonard","MO",39.124187,-93.392987
"Pioneer","CA",38.431855,-120.571872
"East Sonora","CA",37.977702,-120.361304
"Liebenthal","KS",38.655013,-99.319271
"Oak Hill","TN",36.087837,-86.783055
"Metcalf","GA",30.700196,-83.987946
"South Bend","TX",33.004562,-98.668393
"Laotto","IN",41.290327,-85.198029
"Newton","MA",42.337041,-71.209221
"Hillsmere Shores","MD",38.940113,-76.49496
"Vista","MO",37.988365,-93.664097
"Carlisle","PA",40.201477,-77.18887
"White Deer","TX",35.435324,-101.172935
"Denton","MO",36.089792,-89.891476
"Oxon Hill","MD",38.803447,-76.989698
"North Bend","PA",41.350067,-77.702208
"Bethesda","AR",35.791465,-91.788476
"Keuka","NY",42.492015,-77.121916
"Pottawattamie Park","IN",41.72254,-86.866974
"Fairchance","PA",39.824799,-79.754492
"Athens","VT",43.133689,-72.567869
"Pittman","FL",28.999985,-81.641741
"Piffard","NY",42.828396,-77.850837
"Zilwaukee","MI",43.476414,-83.920529
"Long Lake","WI",45.842737,-88.6679
"Webb","TX",32.632635,-97.074175
"Flowery Branch","GA",34.185102,-83.925181
"Bell Arthur","NC",35.590439,-77.51358
"Carrollton","MS",33.508177,-89.920361
"Dawson","MD",39.477593,-78.943636
"Daleyville","WI",42.914999,-89.814846
"Cliffwood","NJ",40.436774,-74.239589
"Daniels","ID",42.372973,-112.413028
"Central City","CO",39.801932,-105.514164
"Harrold","SD",44.524428,-99.739284
"Burney","IN",39.317273,-85.640255
"Guage","KY",37.596204,-83.197119
"North Barrington","IL",42.207802,-88.140635
"Summersville","KY",37.326171,-85.544411
"Lares","PR",18.294675,-66.877121
"Hanaford","IL",37.957945,-88.835635
"Herod","GA",31.69878,-84.441304
"Quitman","MO",40.373326,-95.076642
"Marlin","TX",31.306287,-96.898044
"Junction City","WI",44.590799,-89.767345
"Gray Court","SC",34.608177,-82.113438
"Funston","GA",31.199907,-83.873509
"Whitesboro","NY",43.122014,-75.291556
"Belmont","OH",40.029237,-81.038988
"Iron Hill","KY",38.406191,-83.03795
"Iron Ridge","WI",43.39972,-88.532601
"Rensselaer Falls","NY",44.592006,-75.319102
"Lincolnville","SC",33.006838,-80.15537
"Lake Monroe","FL",28.824714,-81.32701
"Maitland","MO",40.200826,-95.074419
"Manorville","PA",40.787286,-79.519767
"Lakeshore","MS",30.246586,-89.435883
"Prairie","ID",43.504894,-115.573981
"Mills","NE",42.940557,-99.443997
"Mahomet","IL",40.195311,-88.404223
"Perry","ME",44.975078,-67.075815
"Westfield","TX",30.019942,-95.402159
"The Village of Clarkston","MI",42.734285,-83.420615
"South Amherst","MA",42.340368,-72.505087
"Shallotte","NC",33.973228,-78.385837
"Mason","TN",35.41175,-89.532854
"Round Lake","FL",30.651583,-85.388817
"Berea","NE",42.21413,-102.980199
"Oak Ridge","LA",32.624027,-91.772903
"Lemeta","AK",64.859722,-147.732222
"Grandwood Park","IL",42.393077,-87.986745
"Quinby","VA",37.553745,-75.733817
"Quincy","WA",47.2343,-119.85255
"Saint Mary","NE",40.424166,-96.290011
"Fredericksburg","VA",38.303184,-77.46054
"Meckling","SD",42.842496,-97.069492
"Berry","AZ",35.252774,-113.971893
"Lynnville","IN",38.196159,-87.296675
"Highland","WI",43.046658,-90.379846
"Copper Center","AK",61.97696,-145.329729
"Kennewick","WA",46.211246,-119.137234
"The Grove","TX",31.273227,-97.525292
"Rogerson","ID",42.217966,-114.594204
"Silver Lake","OR",43.127918,-121.046108
"Pleasant Valley","VA",38.912056,-77.475823
"Trout Run","PA",41.386187,-77.056913
"Oglala","SD",43.188594,-102.739621
"Hildreth","NE",40.337235,-99.043697
"Truesdale","MO",38.811714,-91.130426
"Brockway","WI",44.282475,-90.806668
"Washtucna","WA",46.756535,-118.310528
"Middleton","MI",43.183366,-84.708889
"Rock City","IL",42.413348,-89.468171
"Lakeview","TX",34.674777,-100.6993
"Phillips","ME",44.823113,-70.339511
"El Paraiso","PR",18.064841,-66.602092
"Ashburn","GA",31.706013,-83.653224
"Proctor","OK",35.970146,-94.801234
"Hay Creek","MN",44.491912,-92.543801
"Carbon Hill","AL",33.891774,-87.526124
"Sunland Park","TX",31.818795,-106.593238
"Norfleet","FL",30.442699,-84.391848
"Biltmore Forest","NC",35.533725,-82.528456
"Ames","NE",41.452224,-96.624471
"Clifton","TN",35.38702,-87.995307
"Big Moose","NY",43.818399,-74.915177
"Odessa","FL",28.193901,-82.591764
"Choudrant","LA",32.530148,-92.514312
"Littletown","AZ",32.130356,-110.872866
"Hammond","WI",44.978855,-92.435749
"Ko Vaya","AZ",32.077018,-111.895404
"Mooringsport","LA",32.687646,-93.961015
"Camilla","GA",31.231293,-84.210461
"Canada Creek Ranch","MI",45.171956,-84.208065
"Meridian","WA",47.669542,-122.330405
"Brunswick","MO",39.423358,-93.130478
"Kenton","TN",36.202289,-89.012288
"Delta","AL",33.440111,-85.690515
"Orange","FL",30.227698,-85.024915
"Douglas City","CA",40.65209,-122.944747
"Brand","TX",32.792328,-100.960676
"Hinckley","MN",46.011341,-92.944371
"Quogue","NY",40.823155,-72.609538
"Mud Lake","ID",43.841297,-112.476095
"Lillian","TX",32.506528,-97.187511
"Reserve","KS",39.977225,-95.561928
"Groton","MA",42.611201,-71.574512
"Akron","CO",40.160537,-103.214384
"Greenbrier","TN",36.427548,-86.80472
"Webb City","OK",36.81093,-96.732423
"Wamesit","MA",42.625092,-71.263392
"Hitchcock","TX",29.348291,-95.016037
"Edson","KS",39.337224,-101.540445
"Wrigley","KY",38.018418,-83.271289
"Bay Park","NY",40.633159,-73.670408
"Corry","PA",41.920334,-79.640329
"Foxholm","ND",48.369458,-101.571274
"Walcott","WY",41.761071,-106.845036
"Pine Forest","TX",30.181321,-94.034344
"Conneautville","PA",41.757833,-80.367842
"Brookside Village","TX",29.5869,-95.325215
"Bozman","MD",38.770118,-76.27106
"Bay View","NY",42.779226,-78.857812
"Deltaville","VA",37.554857,-76.336888
"Ironton","WI",43.54609,-90.141238
"Mechanicsville","GA",33.927602,-84.242421
"Sylvan Beach","NY",43.196458,-75.730463
"Webbville","KY",38.179529,-82.871276
"Randle Cliff Beach","MD",38.665119,-76.530511
"Canalou","MO",36.755055,-89.687026
"Thelma","TX",29.214129,-98.501683
"Forada","MN",45.792184,-95.355593
"North Merrick","NY",40.691212,-73.563183
"Morris","NY",42.548687,-75.245169
"Larslan","MT",48.578359,-106.193911
"Kelton","PA",39.80872,-75.877998
"Berclair","TX",28.530828,-97.591106
"Kenefick","TX",30.109103,-94.858258
"Dufur","OR",45.453175,-121.130624
"Dunnigan","CA",38.885177,-121.969691
"Honda","CA",34.615539,-120.633504
"Perry","MI",42.82642,-84.219413
"Herricks","NY",40.755379,-73.666796
"Dundee","MS",34.524271,-90.455656
"Marysville","OH",40.236449,-83.367143
"Lykens","PA",40.566753,-76.700522
"Scotland","CT",41.698432,-72.081465
"Grantsville","UT",40.599942,-112.464399
"Villa Park","IL",41.889752,-87.988954
"Hahira","GA",30.991306,-83.372658
"Cave Junction","OR",42.162891,-123.648123
"Rumford","ME",44.553675,-70.550899
"Beasley","TX",29.497464,-95.91801
"Optimo","NM",35.890317,-104.803606
"Elko","NV",40.832421,-115.763123
"Hernando","FL",28.899981,-82.37454
"Freeland","WA",48.009537,-122.525983
"Tofte","MN",47.57379,-90.836259
"Jamieson","OR",44.182104,-117.437964
"Lyons","KS",38.34501,-98.201727
"Valdosta","GA",30.832702,-83.278485
"Worden","IL",38.931435,-89.838986
"Marvin","NC",34.991815,-80.814794
"Ouray","UT",40.08913,-109.677361
"Morse","WI",46.222174,-90.627681
"Massapequa Park","NY",40.680379,-73.455124
"Realitos","TX",27.444758,-98.528347
"Gladys","VA",37.163199,-79.07363
"Dayton","OR",45.220673,-123.076213
"Dawson","MN",44.932738,-96.054481
"Ingalls","KS",37.827799,-100.454593
"Lewistown","MO",40.086154,-91.813222
"Lake Hills","WA",47.613433,-122.121511
"Wilseyville","CA",38.379079,-120.514648
"Lakewood","OH",41.481993,-81.798191
"Demarest","NJ",40.957321,-73.963471
"Snowmass Village","CO",39.213042,-106.937821
"Redding","CT",41.302596,-73.383453
"Brooks","WI",43.825254,-89.644568
"Sebastopol","MS",32.572916,-89.335065
"Boles","AR",34.779546,-94.049096
"Vilonia","AR",35.083975,-92.207928
"Hurley","VA",37.420388,-82.019848
"Bolivar","OH",40.650061,-81.452061
"Castle Pines","CO",39.458045,-104.896091
"Pleasantville","NY",41.132874,-73.792633
"Emerson","NE",42.278609,-96.726705
"Bishop Hill","IL",41.201704,-90.119005
"Frytown","IA",41.570015,-91.732393
"Glen Allen","AL",33.915104,-87.741688
"Camp Jo/Ann","PA",40.508123,-79.680601
"Sioux City","IA",42.499994,-96.400307
"Silver Lake","OH",41.158945,-81.454279
"Hazel Dell","IL",39.202261,-88.041146
"Pontoosuc","IL",40.628931,-91.205425
"Citrus City","TX",26.326458,-98.385295
"Montpelier","ID",42.32215,-111.297704
"Greycliff","MT",45.763271,-109.784629
"McNary","LA",30.987413,-92.576251
"Smith Center","KS",39.779179,-98.785075
"Mount Shasta","CA",41.309875,-122.310567
"Hope","IN",39.30394,-85.771372
"Alfred","ME",43.476471,-70.71839
"Prescott Valley","AZ",34.610024,-112.315721
"Rake","IA",43.483844,-93.918841
"Brunswick","ME",43.914524,-69.965328
"Micro","NC",35.56377,-78.204441
"Shepherd","TX",30.497981,-94.996601
"Spaulding","OK",35.01792,-96.463794
"Miranda","PR",18.386616,-66.383781
"Manzanita","WA",47.676207,-122.559582
"Old Appleton","MO",37.597273,-89.712878
"Paxville","SC",33.738772,-80.357304
"Collins Park","DE",39.686224,-75.556312
"East Peoria","IL",40.666149,-89.580098
"Stillwell","GA",32.377969,-81.250388
"Florence","CA",33.974459,-118.248129
"Hurdland","MO",40.150037,-92.302131
"Denton","MI",42.257816,-83.524103
"Mills","NM",36.08531,-104.255258
"Okemah","OK",35.436533,-96.328789
"Bentonia","MS",32.640971,-90.364814
"Dutchtown","MO",37.25283,-89.659815
"Malott","WA",48.282649,-119.706727
"Smith Mills","MA",41.638992,-70.991151
"Brunswick","MD",39.314268,-77.627768
"Upton","ME",44.694221,-71.010632
"Hillsdale","NY",42.178978,-73.525951
"Steele","AL",33.93982,-86.201644
"Fenton","LA",30.367148,-92.918204
"Palm Springs","CA",33.830296,-116.545292
"Henderson Point","MS",30.308808,-89.286989
"Polk City","FL",28.182515,-81.823968
"Louisville","KY",38.254238,-85.759407
"Westbury","NY",40.755656,-73.587627
"Summerland Key","FL",24.665699,-81.442305
"Greenbrae","CA",37.948535,-122.524698
"Mount Pleasant","MS",34.955926,-89.515912
"Wink","TX",31.75124,-103.159888
"Clark","PA",41.286167,-80.427568
"Nondalton","AK",59.973611,-154.845833
"Oakwood","GA",34.227602,-83.884345
"Richards","TX",30.5377,-95.839395
"Rathbone","NY",42.133962,-77.321091
"Perry","MO",39.431152,-91.67516
"Verda","LA",31.69989,-92.77293
"Ailey","GA",32.187404,-82.565689
"Long Island","ME",43.684249,-70.171159
"Notus","ID",43.725439,-116.801256
"Wiggins","CO",40.230536,-104.072728
"Wabeno","WI",45.438577,-88.660387
"Valeria","IA",41.729988,-93.325208
"Taylor","WI",44.321071,-91.119876
"Forest","LA",32.792076,-91.413449
"Berry","AL",33.659833,-87.60001
"Kings Park","NY",40.886209,-73.257337
"Calvert","MD",39.700582,-75.980951
"Raritan","IL",40.695873,-90.827359
"Flatwoods","KY",38.52258,-82.717108
"Denmark","MS",34.31094,-89.346743
"Mount Morris","WI",44.114423,-89.190673
"Belview","MN",44.605236,-95.329451
"Wakefield","OH",38.97035,-83.019899
"Simsbury","CT",41.875931,-72.801208
"ODonnell","TX",32.963709,-101.832654
"Brusett","MT",47.42528,-107.266754
"Herriman","UT",40.514115,-112.032994
"Hamlin","PA",41.403697,-75.398515
"Faith","SD",45.023039,-102.035992
"Rock Falls","IL",41.779753,-89.688997
"Plantersville","MS",34.213441,-88.664496
"Halfway","TX",34.18813,-101.952402
"North Shore","VA",37.082087,-79.658364
"Rozel","KS",38.195848,-99.403169
"Battle Creek","NE",41.99945,-97.598389
"Dewey","MT",45.777148,-112.855033
"Westons Mills","NY",42.060692,-78.373326
"Denton","MD",38.884558,-75.827156
"Vaughn","WA",47.344262,-122.763192
"Arcadia","SC",34.958176,-81.99066
"Chiefland","FL",29.474962,-82.859842
"Rosebud","MO",38.38727,-91.40099
"Toppenish","WA",46.377351,-120.308667
"Ulysses","KY",37.945925,-82.67349
"Cisco","TX",32.388186,-98.979234
"Emerson","NJ",40.976209,-74.026251
"Spruce Pine","NC",35.915401,-82.064561
"Livona","ND",46.502216,-100.547064
"Dahlgren","IL",38.198104,-88.684502
"Sangerville","ME",45.164776,-69.356436
"Springfield","WV",39.450649,-78.693627
"Mule Creek","NM",33.12201,-108.956174
"Amenia","ND",47.004974,-97.218976
"Herman","NE",41.673324,-96.215017
"San Miguel","AZ",31.612864,-111.78206
"Amity","MO",39.870831,-94.435787
"Weldon","MT",47.612507,-105.892234
"Cooperdale","OH",40.219792,-82.065139
"Walton","FL",27.300044,-80.256159
"Tie Siding","WY",41.080262,-105.507491
"Barry","IL",39.694213,-91.039025
"Lodi","MO",37.25644,-90.452893
"Joplin","MT",48.560823,-110.772461
"Nuangola","PA",41.155082,-75.978256
"Cunningham","TX",33.426499,-95.35745
"Newton","MS",32.321255,-89.163393
"Statesville","NC",35.782636,-80.887296
"Dawson","MO",37.256995,-92.307941
"Kotlik","AK",63.034167,-163.553333
"Chubbuck","CA",34.365005,-115.286092
"Accord","MA",42.174545,-70.883655
"Whitesboro","NJ",39.039002,-74.856836
"Funkstown","MD",39.608986,-77.704437
"Liberty Corner","NJ",40.664824,-74.57738
"Worthington","OH",40.093119,-83.017962
"Euharlee","GA",34.144819,-84.932999
"Helena","NY",44.921718,-74.726297
"Collegedale","TN",35.05313,-85.050228
"Dundee","MI",41.957268,-83.65966
"Webber","KS",39.935013,-98.035044
"Bel Air","MD",39.535941,-76.348293
"Sullivan City","TX",26.277571,-98.563633
"Little Compton","RI",41.510103,-71.171156
"Sharpsburg","MD",39.457599,-77.748882
"Schulter","OK",35.518497,-95.980447
"Flemington","GA",31.859655,-81.564001
"Oslo","FL",27.586701,-80.380329
"Navajo Dam","NM",36.800283,-107.612554
"Redland","AL",32.475544,-86.137266
"Reinersville","OH",39.686739,-81.660962
"Hagerman","NM",33.115108,-104.326907
"Corrigan","TX",30.996856,-94.827153
"Coyanosa","TX",31.24292,-103.064605
"Marshall","OK",36.157875,-97.649388
"Nesbitt","TX",32.593758,-94.454088
"Davidson","OK",34.244867,-99.099415
"Eldon","MO",38.348364,-92.581576
"Paynes","MS",33.920947,-90.069533
"Clara City","MN",44.954959,-95.366405
"Danbury","IA",42.234156,-95.722227
"Reidland","KY",37.017557,-88.531435
"Luling","TX",29.680507,-97.647498
"Milford","PA",41.322316,-74.802388
"Resaca","GA",34.580363,-84.943276
"Saint Rose","IL",38.684215,-89.55453
"Fairport","MI",45.621094,-86.658464
"Center","AR",36.149791,-91.510972
"Buhler","LA",30.332981,-93.362103
"Mashulaville","MS",33.086793,-88.744217
"Ames","NY",42.837574,-74.60153
"Fieldsboro","NJ",40.136499,-74.728771
"Monrovia","MD",39.372048,-77.271928
"Kittery","ME",43.088144,-70.736164
"Hampshire","IL",42.097803,-88.530364
"Lawrence","KS",38.971669,-95.23525
"Wellsville","PA",40.051484,-76.936642
"Brandonville","PA",40.860921,-76.166048
"Bridge Creek","OK",35.239011,-97.760491
"Palestine","OH",40.049493,-84.743292
"Altamonte Springs","FL",28.661109,-81.365624
"Yorkville","NY",43.112848,-75.270999
"Willowbrook","KS",38.101956,-97.991998
"Lewis Springs","AZ",31.581206,-110.142023
"Sleeper","MO",37.760596,-92.592953
"Kaibito","AZ",36.597219,-111.074311
"New Cumberland","WV",40.496733,-80.606739
"Athens","WI",45.033022,-90.074023
"Midway","GA",31.805769,-81.430664
"Sanborn","IA",43.181642,-95.655567
"Joplin","MO",37.084227,-94.513281
"San Mar","MD",39.550932,-77.644435
"Hiwassee","NC",35.14897,-84.171305
"Waverly","WA",47.342674,-117.227968
"New River","AZ",33.915869,-112.135991
"Jones","AL",32.584021,-86.897488
"Haw River","NC",36.091526,-79.364186
"Cochiti Lake","NM",35.648086,-106.337527
"Russiaville","IN",40.417537,-86.271385
"Magnolia","IA",41.695823,-95.876676
"San Miguel","CA",35.752468,-120.696283
"Hilltop","MN",45.053299,-93.247448
"Tippecanoe","OH",40.26979,-81.286775
"Maplehurst","WI",45.060248,-90.617635
"East Glenville","NY",42.89452,-73.927902
"Wrens","GA",33.207646,-82.391792
"Whitehall","NY",43.555623,-73.403723
"Norwalk","CT",41.117597,-73.407897
"Shepherd","TN",35.038963,-85.191899
"West Sacramento","CA",38.580461,-121.530234
"Owenton","KY",38.536456,-84.841893
"Pratt","WV",38.210104,-81.384003
"Clarkrange","TN",36.183401,-85.017456
"Montpelier","IN",40.553934,-85.277472
"Rosamond","CA",34.864145,-118.163408
"Madera","CA",36.961336,-120.060718
"Rosebud","MT",46.274442,-106.444746
